team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
NED,BFW de Leede (NED),bat,68,67,,0.014705882,0.9852,v Pakistan,Hyderabad,6-Oct-23,,,,2,6,2,98.52,0,92
PAK,Babar Azam (PAK),bat,63,66,,0,1.0476,v New Zealand,Bengaluru,4-Nov-23,,,,2,6,2,104.76,1,93
BAN,Mushfiqur Rahim (BAN),bat,75,66,,0.013333333,0.88,v New Zealand,Chennai,13-Oct-23,,,,1,6,2,88,0,93
ENG,HC Brook (ENG),bat,61,66,,0.016393443,1.0819,v Afghanistan,Delhi,15-Oct-23,,,,2,7,1,108.19,0,123
BAN,Litton Das (BAN),bat,82,66,,0.012195122,0.8048,v India,Pune,19-Oct-23,,,,1,7,0,80.48,0,124
SL,S Samarawickrama (SL),bat,54,65,,0,1.2037,v England,Bengaluru,26-Oct-23,,,,2,7,1,120.37,1,84
AFG,Rahmanullah Gurbaz (AFG),bat,53,65,,0.018867925,1.2264,v Pakistan,Chennai,23-Oct-23,,,,2,9,1,122.64,0,91
PAK,Abdullah Shafique (PAK),bat,61,64,,0.016393443,1.0491,v Australia,Bengaluru,20-Oct-23,,,,2,7,2,104.91,0,93
ENG,BA Stokes (ENG),bat,90,64,,0.011111111,0.7111,v Australia,Ahmedabad,4-Nov-23,,,,2,2,3,71.11,0,128
AFG,Azmatullah Omarzai (AFG),bat,69,62,,0.014492754,0.8985,v India,Delhi,11-Oct-23,,,,1,2,4,89.85,0,82
AUS,M Labuschagne (AUS),bat,47,62,,0.021276596,1.3191,v Netherlands,Delhi,25-Oct-23,,,,1,7,2,131.91,0,60
AFG,Rahmat Shah (AFG),bat,74,62,,0.013513514,0.8378,v Sri Lanka,Pune,30-Oct-23,,,,2,7,0,83.78,0,121
SL,P Nissanka (SL),bat,67,61,,0.014925373,0.9104,v Australia,Lucknow,16-Oct-23,,,,1,8,0,91.04,0,103
SA,HE van der Dussen (SA),bat,61,60,,0.016393443,0.9836,v England,Wankhede,21-Oct-23,,,,1,8,0,98.36,0,86
SA,AK Markram (SA),bat,69,60,,0.014492754,0.8695,v Bangladesh,Wankhede,24-Oct-23,,,,1,7,0,86.95,0,84
NZ,GD Phillips (NZ),bat,50,60,,0.02,1.2,v South Africa,Pune,1-Nov-23,,,,2,4,4,120,0,87
BAN,Najmul Hossain Shanto (BAN),bat,83,59,,0,0.7108,v Afghanistan,Dharamsala,7-Oct-23,,,,2,3,1,71.08,1,112
NED,LV van Beek (NED),bat,75,59,,0.013333333,0.7866,v Sri Lanka,Lucknow,21-Oct-23,,,,1,1,1,78.66,0,108
AFG,Hashmatullah Shahidi (AFG),bat,74,58,,0,0.7837,v Sri Lanka,Pune,30-Oct-23,,,,2,2,1,78.37,1,132
AFG,Ikram Alikhil (AFG),bat,66,58,,0.015151515,0.8787,v England,Delhi,15-Oct-23,,,,1,3,2,87.87,0,92
AUS,JP Inglis (AUS),bat,59,58,,0.016949153,0.983,v Sri Lanka,Lucknow,16-Oct-23,,,,2,5,1,98.3,0,75
PAK,Abdullah Shafique (PAK),bat,75,58,,0.013333333,0.7733,v Afghanistan,Chennai,23-Oct-23,,,,1,5,2,77.33,0,89
NZ,JDS Neesham (NZ),bat,39,58,,0.025641026,1.4871,v Australia,Dharamsala,28-Oct-23,,,,2,3,3,148.71,0,64
NED,SA Engelbrecht (NED),bat,86,58,,0.011627907,0.6744,v Afghanistan,Lucknow,3-Nov-23,,,,1,6,0,67.44,0,85
BAN,Mehidy Hasan Miraz (BAN),bat,73,57,,0.01369863,0.7808,v Afghanistan,Dharamsala,7-Oct-23,,,,2,5,0,78.08,0,89
AFG,Hashmatullah Shahidi (AFG),bat,64,56,,0,0.875,v Netherlands,Lucknow,3-Nov-23,,,,2,6,0,87.5,1,92
SA,AK Markram (SA),bat,44,56,,0.022727273,1.2727,v Australia,Lucknow,12-Oct-23,,,,1,7,1,127.27,0,61
BAN,Mahmudullah (BAN),bat,70,56,,0.014285714,0.8,v Pakistan,Eden Gardens,31-Oct-23,,,,1,6,1,80,0,108
IND,V Kohli (IND),bat,56,55,,0,0.9821,v Afghanistan,Delhi,11-Oct-23,,,,2,6,0,98.21,1,64
NZ,WA Young (NZ),bat,64,54,,0.015625,0.8437,v Afghanistan,Chennai,18-Oct-23,,,,1,4,3,84.37,0,98
SL,P Nissanka (SL),bat,52,54,,0.019230769,1.0384,v Netherlands,Lucknow,21-Oct-23,,,,2,9,0,103.84,0,69
NZ,DJ Mitchell (NZ),bat,51,54,,0.019607843,1.0588,v Australia,Dharamsala,28-Oct-23,,,,2,6,1,105.88,0,59
IND,SS Iyer (IND),bat,62,53,,0,0.8548,v Pakistan,Ahmedabad,14-Oct-23,,,,2,3,2,85.48,1,80
NZ,TWM Latham (NZ),bat,46,53,,0.02173913,1.1521,v Netherlands,Hyderabad,9-Oct-23,,,,1,6,1,115.21,0,72
IND,Shubman Gill (IND),bat,55,53,,0.018181818,0.9636,v Bangladesh,Pune,19-Oct-23,,,,2,5,2,96.36,0,80
SA,DA Miller (SA),bat,30,53,,0.033333333,1.7666,v New Zealand,Pune,1-Nov-23,,,,1,2,4,176.66,0,48
NED,Vikramjit Singh (NED),bat,67,52,,0.014925373,0.7761,v Pakistan,Hyderabad,6-Oct-23,,,,2,4,1,77.61,0,97
ENG,JM Bairstow (ENG),bat,59,52,,0.016949153,0.8813,v Bangladesh,Dharamsala,10-Oct-23,,,,1,8,0,88.13,0,80
AUS,MR Marsh (AUS),bat,51,52,,0.019607843,1.0196,v Sri Lanka,Lucknow,16-Oct-23,,,,2,9,0,101.96,0,67
PAK,Saud Shakeel (PAK),bat,52,52,,0.019230769,1,v South Africa,Chennai,27-Oct-23,,,,1,7,0,100,0,81
AFG,Rahmat Shah (AFG),bat,54,52,,0.018518519,0.9629,v Netherlands,Lucknow,3-Nov-23,,,,2,8,0,96.29,0,74
NZ,R Ravindra (NZ),bat,51,51,,0.019607843,1,v Netherlands,Hyderabad,9-Oct-23,,,,1,3,1,100,0,87
BAN,Mushfiqur Rahim (BAN),bat,64,51,,0.015625,0.7968,v England,Dharamsala,10-Oct-23,,,,2,4,0,79.68,0,93
SL,P Nissanka (SL),bat,61,51,,0.016393443,0.836,v Pakistan,Hyderabad,10-Oct-23,,,,1,7,1,83.6,0,79
BAN,Tanzid Hasan (BAN),bat,43,51,,0.023255814,1.186,v India,Pune,19-Oct-23,,,,1,5,3,118.6,0,75
ENG,CR Woakes (ENG),bat,45,51,,0.022222222,1.1333,v Netherlands,Pune,8-Nov-23,,,,1,5,1,113.33,0,66
SL,MDKJ Perera (SL),bat,28,51,,0.035714286,1.8214,v New Zealand,Bengaluru,9-Nov-23,,,,1,9,2,182.14,0,46
PAK,Babar Azam (PAK),bat,58,50,,0.017241379,0.862,v India,Ahmedabad,14-Oct-23,,,,1,7,0,86.2,0,89
PAK,Babar Azam (PAK),bat,65,50,,0.015384615,0.7692,v South Africa,Chennai,27-Oct-23,,,,1,4,1,76.92,0,100
ENG,DJ Malan (ENG),bat,64,50,,0.015625,0.7812,v Australia,Ahmedabad,4-Nov-23,,,,2,4,1,78.12,0,99
PAK,Mohammad Rizwan (PAK),bat,69,49,,0.014492754,0.7101,v India,Ahmedabad,14-Oct-23,,,,1,7,0,71.01,0,89
IND,SA Yadav (IND),bat,47,49,,0.021276596,1.0425,v England,Lucknow,29-Oct-23,,,,1,4,1,104.25,0,75
AFG,Hashmatullah Shahidi (AFG),bat,45,48,,0,1.0666,v Pakistan,Chennai,23-Oct-23,,,,2,4,0,106.66,1,74
NZ,DJ Mitchell (NZ),bat,47,48,,0.021276596,1.0212,v Netherlands,Hyderabad,9-Oct-23,,,,1,5,2,102.12,0,67
IND,RG Sharma (IND),bat,40,48,,0.025,1.2,v Bangladesh,Pune,19-Oct-23,,,,2,7,2,120,0,51
AFG,Rahmanullah Gurbaz (AFG),bat,62,47,,0.016129032,0.758,v Bangladesh,Dharamsala,7-Oct-23,,,,1,4,1,75.8,0,112
IND,Ishan Kishan (IND),bat,47,47,,0.021276596,1,v Afghanistan,Delhi,11-Oct-23,,,,2,5,2,100,0,78
AUS,C Green (AUS),bat,52,47,,0.019230769,0.9038,v England,Ahmedabad,4-Nov-23,,,,1,5,0,90.38,0,81
AUS,SPD Smith (AUS),bat,71,46,,0.014084507,0.6478,v India,Chennai,8-Oct-23,,,,1,5,0,64.78,0,112
AUS,M Labuschagne (AUS),bat,74,46,,0.013513514,0.6216,v South Africa,Lucknow,12-Oct-23,,,,2,3,0,62.16,0,125
BAN,Mahmudullah (BAN),bat,36,46,,0.027777778,1.2777,v India,Pune,19-Oct-23,,,,1,3,3,127.77,0,60
PAK,Mohammad Rizwan (PAK),bat,40,46,,0.025,1.15,v Australia,Bengaluru,20-Oct-23,,,,2,5,0,115,0,84
IND,RG Sharma (IND),bat,40,46,,0.025,1.15,v New Zealand,Dharamsala,22-Oct-23,,,,2,4,4,115,0,44
SL,P Nissanka (SL),bat,60,46,,0.016666667,0.7666,v Afghanistan,Pune,30-Oct-23,,,,1,5,0,76.66,0,82
NZ,DP Conway (NZ),bat,59,45,,0.016949153,0.7627,v Bangladesh,Chennai,13-Oct-23,,,,2,3,0,76.27,0,91
BAN,Litton Das (BAN),bat,64,45,,0.015625,0.7031,v Pakistan,Eden Gardens,31-Oct-23,,,,1,6,0,70.31,0,100
NZ,DP Conway (NZ),bat,42,45,,0.023809524,1.0714,v Sri Lanka,Bengaluru,9-Nov-23,,,,2,9,0,107.14,0,54
SL,KIC Asalanka (SL),bat,66,44,,0.015151515,0.6666,v Netherlands,Lucknow,21-Oct-23,,,,2,2,1,66.66,0,70
AUS,SPD Smith (AUS),bat,52,44,,0.019230769,0.8461,v England,Ahmedabad,4-Nov-23,,,,1,3,0,84.61,0,85
ENG,MA Wood (ENG),bat,17,43,,0,2.5294,v South Africa,Wankhede,21-Oct-23,,,,2,2,5,252.94,1,25
ENG,JC Buttler (ENG),bat,42,43,,0.023809524,1.0238,v New Zealand,Ahmedabad,5-Oct-23,,,,1,2,2,102.38,0,48
SA,DA Miller (SA),bat,52,43,,0.019230769,0.8269,v Netherlands,Dharamsala,17-Oct-23,,,,2,4,1,82.69,0,81
ENG,BA Stokes (ENG),bat,73,43,,0.01369863,0.589,v Sri Lanka,Bengaluru,26-Oct-23,,,,1,6,0,58.9,0,98
PAK,Shadab Khan (PAK),bat,36,43,,0.027777778,1.1944,v South Africa,Chennai,27-Oct-23,,,,1,3,2,119.44,0,53
BAN,Shakib Al Hasan (BAN),bat,64,43,,0.015625,0.6718,v Pakistan,Eden Gardens,31-Oct-23,,,,1,4,0,67.18,0,82
NZ,DJ Mitchell (NZ),bat,31,43,,0.032258065,1.387,v Sri Lanka,Bengaluru,9-Nov-23,,,,2,5,2,138.7,0,45
SA,AK Markram (SA),bat,44,42,,0.022727273,0.9545,v England,Wankhede,21-Oct-23,,,,1,4,0,95.45,0,63
NED,MP O'Dowd (NED),bat,40,42,,0.025,1.05,v Afghanistan,Lucknow,3-Nov-23,,,,1,9,0,105,0,50
ENG,MM Ali (ENG),bat,43,42,,0.023255814,0.9767,v Australia,Ahmedabad,4-Nov-23,,,,2,6,0,97.67,0,61
NZ,R Ravindra (NZ),bat,34,42,,0.029411765,1.2352,v Sri Lanka,Bengaluru,9-Nov-23,,,,2,3,3,123.52,0,61
BAN,Mahmudullah (BAN),bat,49,41,,0,0.8367,v New Zealand,Chennai,13-Oct-23,,,,1,2,2,83.67,1,58
NED,AT Nidamanuru (NED),bat,34,41,,0,1.2058,v England,Pune,8-Nov-23,,,,2,2,3,120.58,1,47
AUS,DA Warner (AUS),bat,52,41,,0.019230769,0.7884,v India,Chennai,8-Oct-23,,,,1,6,0,78.84,0,76
AUS,GJ Maxwell (AUS),bat,24,41,,0.041666667,1.7083,v New Zealand,Dharamsala,28-Oct-23,,,,1,5,2,170.83,0,37
NED,W Barresi (NED),bat,41,41,,0.024390244,1,v Bangladesh,Eden Gardens,28-Oct-23,,,,1,8,0,100,0,49
NZ,GD Phillips (NZ),bat,25,41,,0.04,1.64,v Pakistan,Bengaluru,4-Nov-23,,,,1,4,2,164,0,40
SL,P Nissanka (SL),bat,36,41,,0.027777778,1.1388,v Bangladesh,Delhi,6-Nov-23,,,,1,8,0,113.88,0,61
SL,S Samarawickrama (SL),bat,42,41,,0.023809524,0.9761,v Bangladesh,Delhi,6-Nov-23,,,,1,4,0,97.61,0,53
SA,Q de Kock (SA),bat,47,41,,0.021276596,0.8723,v Afghanistan,Ahmedabad,10-Nov-23,,,,2,2,3,87.23,0,58
BAN,Shakib Al Hasan (BAN),bat,51,40,,0.019607843,0.7843,v New Zealand,Chennai,13-Oct-23,,,,1,3,2,78.43,0,75
AUS,M Labuschagne (AUS),bat,60,40,,0.016666667,0.6666,v Sri Lanka,Lucknow,16-Oct-23,,,,2,2,0,66.66,0,100
SA,KA Maharaj (SA),bat,37,40,,0.027027027,1.081,v Netherlands,Dharamsala,17-Oct-23,,,,2,5,1,108.1,0,54
PAK,Shadab Khan (PAK),bat,38,40,,0.026315789,1.0526,v Afghanistan,Chennai,23-Oct-23,,,,1,1,1,105.26,0,75
PAK,Iftikhar Ahmed (PAK),bat,27,40,,0.037037037,1.4814,v Afghanistan,Chennai,23-Oct-23,,,,1,2,4,148.14,0,40
IND,RG Sharma (IND),bat,24,40,,0.041666667,1.6666,v South Africa,Eden Gardens,5-Nov-23,,,,1,6,2,166.66,0,32
SA,DA Miller (SA),bat,21,39,,0,1.8571,v Sri Lanka,Delhi,7-Oct-23,,,,1,3,2,185.71,1,36
IND,RA Jadeja (IND),bat,44,39,,0,0.8863,v New Zealand,Dharamsala,22-Oct-23,,,,2,3,1,88.63,1,63
SA,AL Phehlukwayo (SA),bat,37,39,,0,1.054,v Afghanistan,Ahmedabad,10-Nov-23,,,,2,1,3,105.4,1,46
PAK,Mohammad Nawaz (3) (PAK),bat,43,39,,0.023255814,0.9069,v Netherlands,Hyderabad,6-Oct-23,,,,1,4,0,90.69,0,66
BAN,Towhid Hridoy (BAN),bat,61,39,,0.016393443,0.6393,v England,Dharamsala,10-Oct-23,,,,2,2,0,63.93,0,70
IND,KL Rahul (IND),bat,58,39,,0.017241379,0.6724,v England,Lucknow,29-Oct-23,,,,1,3,0,67.24,0,77
SL,BKG Mendis (SL),bat,50,39,,0.02,0.78,v Afghanistan,Pune,30-Oct-23,,,,1,3,0,78,0,91
AFG,Ibrahim Zadran (AFG),bat,57,39,,0.01754386,0.6842,v Sri Lanka,Pune,30-Oct-23,,,,2,4,1,68.42,0,73
NZ,MS Chapman (NZ),bat,27,39,,0.037037037,1.4444,v Pakistan,Bengaluru,4-Nov-23,,,,1,7,0,144.44,0,42
SL,M Theekshana (SL),bat,91,38,,0,0.4175,v New Zealand,Bengaluru,9-Nov-23,,,,1,3,0,41.75,1,109
BAN,Mushfiqur Rahim (BAN),bat,46,38,,0.02173913,0.826,v India,Pune,19-Oct-23,,,,1,1,1,82.6,0,60
AUS,JP Inglis (AUS),bat,28,38,,0.035714286,1.3571,v New Zealand,Dharamsala,28-Oct-23,,,,1,4,1,135.71,0,48
NED,SA Edwards (NED),bat,42,38,,0.023809524,0.9047,v England,Pune,8-Nov-23,,,,2,3,1,90.47,0,67
AUS,PJ Cummins (AUS),bat,14,37,,0.071428571,2.6428,v New Zealand,Dharamsala,28-Oct-23,,,,1,2,4,264.28,0,23
NED,W Barresi (NED),bat,62,37,,0.016129032,0.5967,v England,Pune,8-Nov-23,,,,2,3,1,59.67,0,77
NZ,MJ Santner (NZ),bat,17,36,,0,2.1176,v Netherlands,Hyderabad,9-Oct-23,,,,1,3,2,211.76,1,25
PAK,Imam-ul-Haq (PAK),bat,38,36,,0.026315789,0.9473,v India,Ahmedabad,14-Oct-23,,,,1,6,0,94.73,0,64
AFG,Rahmat Shah (AFG),bat,62,36,,0.016129032,0.5806,v New Zealand,Chennai,18-Oct-23,,,,2,1,0,58.06,0,86
AUS,MR Marsh (AUS),bat,51,36,,0.019607843,0.7058,v New Zealand,Dharamsala,28-Oct-23,,,,1,2,0,70.58,0,65
SL,S Samarawickrama (SL),bat,40,36,,0.025,0.9,v Afghanistan,Pune,30-Oct-23,,,,1,3,0,90,0,42
AFG,Rashid Khan (AFG),bat,18,35,,0,1.9444,v Australia,Wankhede,7-Nov-23,,,,1,2,3,194.44,1,25
SA,T Bavuma (SA),bat,55,35,,0.018181818,0.6363,v Australia,Lucknow,12-Oct-23,,,,1,2,0,63.63,0,84
ENG,AAP Atkinson (ENG),bat,21,35,,0.047619048,1.6666,v South Africa,Wankhede,21-Oct-23,,,,2,7,0,166.66,0,31
NED,SA Engelbrecht (NED),bat,61,35,,0.016393443,0.5737,v Bangladesh,Eden Gardens,28-Oct-23,,,,1,3,0,57.37,0,72
BAN,Mehidy Hasan Miraz (BAN),bat,40,35,,0.025,0.875,v Netherlands,Eden Gardens,28-Oct-23,,,,2,5,1,87.5,0,51
IND,RA Jadeja (IND),bat,24,35,,0.041666667,1.4583,v Sri Lanka,Wankhede,2-Nov-23,,,,1,1,1,145.83,0,41
NZ,DP Conway (NZ),bat,39,35,,0.025641026,0.8974,v Pakistan,Bengaluru,4-Nov-23,,,,1,6,0,89.74,0,48
AUS,MP Stoinis (AUS),bat,32,35,,0.03125,1.0937,v England,Ahmedabad,4-Nov-23,,,,1,3,2,109.37,0,53
IND,KL Rahul (IND),bat,34,34,,0,1,v Bangladesh,Pune,19-Oct-23,,,,2,3,1,100,1,44
SA,DA Miller (SA),bat,15,34,,0,2.2666,v Bangladesh,Wankhede,24-Oct-23,,,,1,1,4,226.66,1,26
SL,DM de Silva (SL),bat,36,34,,0.027777778,0.9444,v Bangladesh,Delhi,6-Nov-23,,,,1,4,1,94.44,0,58
ENG,JM Bairstow (ENG),bat,35,33,,0.028571429,0.9428,v New Zealand,Ahmedabad,5-Oct-23,,,,1,4,1,94.28,0,57
SL,CAK Rajitha (SL),bat,31,33,,0.032258065,1.0645,v South Africa,Delhi,7-Oct-23,,,,2,4,1,106.45,0,52
IND,SS Iyer (IND),bat,29,33,,0.034482759,1.1379,v New Zealand,Dharamsala,22-Oct-23,,,,2,6,0,113.79,0,32
NZ,WA Young (NZ),bat,37,33,,0.027027027,0.8918,v South Africa,Pune,1-Nov-23,,,,2,5,0,89.18,0,50
NED,SA Engelbrecht (NED),bat,49,33,,0.020408163,0.6734,v England,Pune,8-Nov-23,,,,2,3,1,67.34,0,73
PAK,Shadab Khan (PAK),bat,34,32,,0.029411765,0.9411,v Netherlands,Hyderabad,6-Oct-23,,,,1,2,1,94.11,0,42
SA,H Klaasen (SA),bat,20,32,,0.05,1.6,v Sri Lanka,Delhi,7-Oct-23,,,,1,1,3,160,0,30
NZ,DP Conway (NZ),bat,40,32,,0.025,0.8,v Netherlands,Hyderabad,9-Oct-23,,,,1,5,1,80,0,51
ENG,DJ Malan (ENG),bat,39,32,,0.025641026,0.8205,v Afghanistan,Delhi,15-Oct-23,,,,2,4,0,82.05,0,61
NZ,R Ravindra (NZ),bat,41,32,,0.024390244,0.7804,v Afghanistan,Chennai,18-Oct-23,,,,1,2,1,78.04,0,64
NZ,WA Young (NZ),bat,37,32,,0.027027027,0.8648,v Australia,Dharamsala,28-Oct-23,,,,2,4,1,86.48,0,44
ENG,CR Woakes (ENG),bat,33,32,,0.03030303,0.9696,v Australia,Ahmedabad,4-Nov-23,,,,2,4,1,96.96,0,52
AUS,GJ Maxwell (AUS),bat,21,31,,0,1.4761,v Sri Lanka,Lucknow,16-Oct-23,,,,2,4,2,147.61,1,30
AFG,Azmatullah Omarzai (AFG),bat,28,31,,0,1.1071,v Netherlands,Lucknow,3-Nov-23,,,,2,3,0,110.71,0,38
PAK,Saud Shakeel (PAK),bat,30,31,,0.033333333,1.0333,v Sri Lanka,Hyderabad,10-Oct-23,,,,2,2,0,103.33,0,57
PAK,Mohammad Rizwan (PAK),bat,27,31,,0.037037037,1.1481,v South Africa,Chennai,27-Oct-23,,,,1,4,1,114.81,0,35
NED,SA Edwards (NED),bat,27,30,,0.037037037,1.1111,v New Zealand,Hyderabad,9-Oct-23,,,,2,2,1,111.11,0,37
BAN,Mehidy Hasan Miraz (BAN),bat,46,30,,0.02173913,0.6521,v New Zealand,Chennai,13-Oct-23,,,,1,4,0,65.21,0,52
PAK,Saud Shakeel (PAK),bat,31,30,,0.032258065,0.9677,v Australia,Bengaluru,20-Oct-23,,,,2,5,0,96.77,0,37
SL,DM de Silva (SL),bat,37,30,,0.027027027,0.8108,v Netherlands,Lucknow,21-Oct-23,,,,2,1,2,81.08,0,57
ENG,JM Bairstow (ENG),bat,31,30,,0.032258065,0.9677,v Sri Lanka,Bengaluru,26-Oct-23,,,,1,3,0,96.77,0,64
AFG,Rahmat Shah (AFG),bat,44,30,,0.022727273,0.6818,v Australia,Wankhede,7-Nov-23,,,,1,1,0,68.18,0,61
IND,RA Jadeja (IND),bat,15,29,,0,1.9333,v South Africa,Eden Gardens,5-Nov-23,,,,1,3,1,193.33,1,21
NED,SA Engelbrecht (NED),bat,34,29,,0.029411765,0.8529,v New Zealand,Hyderabad,9-Oct-23,,,,2,3,0,85.29,0,55
SA,H Klaasen (SA),bat,27,29,,0.037037037,1.074,v Australia,Lucknow,12-Oct-23,,,,1,3,0,107.4,0,40
NED,RE van der Merwe (NED),bat,19,29,,0.052631579,1.5263,v South Africa,Dharamsala,17-Oct-23,,,,1,3,1,152.63,0,30
NED,CN Ackermann (NED),bat,31,29,,0.032258065,0.9354,v Sri Lanka,Lucknow,21-Oct-23,,,,1,5,0,93.54,0,42
SA,DA Miller (SA),bat,33,29,,0.03030303,0.8787,v Pakistan,Chennai,27-Oct-23,,,,2,2,2,87.87,0,55
SL,M Theekshana (SL),bat,31,29,,0.032258065,0.9354,v Afghanistan,Pune,30-Oct-23,,,,1,3,1,93.54,0,31
NED,CN Ackermann (NED),bat,35,29,,0.028571429,0.8285,v Afghanistan,Lucknow,3-Nov-23,,,,1,4,0,82.85,0,71
NZ,DJ Mitchell (NZ),bat,18,29,,0.055555556,1.6111,v Pakistan,Bengaluru,4-Nov-23,,,,1,4,1,161.11,0,32
AUS,A Zampa (AUS),bat,19,29,,0.052631579,1.5263,v England,Ahmedabad,4-Nov-23,,,,1,4,0,152.63,0,23
NED,LV van Beek (NED),bat,28,28,,0,1,v Pakistan,Hyderabad,6-Oct-23,,,,2,3,1,100,1,36
AUS,MA Starc (AUS),bat,35,28,,0.028571429,0.8,v India,Chennai,8-Oct-23,,,,1,2,1,80,0,58
AFG,Ibrahim Zadran (AFG),bat,48,28,,0.020833333,0.5833,v England,Delhi,15-Oct-23,,,,1,3,0,58.33,0,73
AFG,Mujeeb Ur Rahman (AFG),bat,16,28,,0.0625,1.75,v England,Delhi,15-Oct-23,,,,1,3,1,175,0,22
SA,H Klaasen (SA),bat,28,28,,0.035714286,1,v Netherlands,Dharamsala,17-Oct-23,,,,2,4,0,100,0,36
ENG,DJ Malan (ENG),bat,25,28,,0.04,1.12,v Sri Lanka,Bengaluru,26-Oct-23,,,,1,6,0,112,0,32
SA,T Bavuma (SA),bat,27,28,,0.037037037,1.037,v Pakistan,Chennai,27-Oct-23,,,,2,4,1,103.7,0,49
NZ,DP Conway (NZ),bat,17,28,,0.058823529,1.647,v Australia,Dharamsala,28-Oct-23,,,,2,6,0,164.7,0,35
ENG,JE Root (ENG),bat,35,28,,0.028571429,0.8,v Netherlands,Pune,8-Nov-23,,,,1,1,0,80,0,53
AUS,M Labuschagne (AUS),bat,41,27,,0.024390244,0.6585,v India,Chennai,8-Oct-23,,,,1,1,0,65.85,0,58
AUS,MA Starc (AUS),bat,51,27,,0.019607843,0.5294,v South Africa,Lucknow,12-Oct-23,,,,2,3,0,52.94,0,69
AFG,Azmatullah Omarzai (AFG),bat,32,27,,0.03125,0.8437,v New Zealand,Chennai,18-Oct-23,,,,2,2,0,84.37,0,39
IND,KL Rahul (IND),bat,35,27,,0.028571429,0.7714,v New Zealand,Dharamsala,22-Oct-23,,,,2,3,0,77.14,0,43
ENG,LS Livingstone (ENG),bat,46,27,,0.02173913,0.5869,v India,Lucknow,29-Oct-23,,,,2,2,0,58.69,0,56
PAK,Mohammad Rizwan (PAK),bat,21,26,,0,1.238,v Bangladesh,Eden Gardens,31-Oct-23,,,,2,4,0,123.8,1,27
NZ,MJ Santner (NZ),bat,17,26,,0,1.5294,v Pakistan,Bengaluru,4-Nov-23,,,,1,0,2,152.94,1,27
SA,HE van der Dussen (SA),bat,30,26,,0.033333333,0.8666,v Australia,Lucknow,12-Oct-23,,,,1,2,0,86.66,0,33
SA,M Jansen (SA),bat,22,26,,0.045454545,1.1818,v Australia,Lucknow,12-Oct-23,,,,1,3,1,118.18,0,25
PAK,Iftikhar Ahmed (PAK),bat,20,26,,0.05,1.3,v Australia,Bengaluru,20-Oct-23,,,,2,0,3,130,0,22
IND,Shubman Gill (IND),bat,31,26,,0.032258065,0.8387,v New Zealand,Dharamsala,22-Oct-23,,,,2,5,0,83.87,0,53
AFG,Hashmatullah Shahidi (AFG),bat,43,26,,0.023255814,0.6046,v Australia,Wankhede,7-Nov-23,,,,1,2,0,60.46,0,50
AFG,Rahmat Shah (AFG),bat,46,26,,0.02173913,0.5652,v South Africa,Ahmedabad,10-Nov-23,,,,1,2,0,56.52,0,58
AFG,Noor Ahmad (AFG),bat,32,26,,0.03125,0.8125,v South Africa,Ahmedabad,10-Nov-23,,,,1,4,0,81.25,0,36
IND,SS Iyer (IND),bat,23,25,,0,1.0869,v Afghanistan,Delhi,11-Oct-23,,,,2,1,1,108.69,1,31
NZ,MS Chapman (NZ),bat,12,25,,0,2.0833,v Afghanistan,Chennai,18-Oct-23,,,,1,2,1,208.33,1,15
ENG,HC Brook (ENG),bat,16,25,,0.0625,1.5625,v New Zealand,Ahmedabad,5-Oct-23,,,,1,4,1,156.25,0,20
SL,DM de Silva (SL),bat,34,25,,0.029411765,0.7352,v Pakistan,Hyderabad,10-Oct-23,,,,1,3,0,73.52,0,47
SL,KIC Asalanka (SL),bat,39,25,,0.025641026,0.641,v Australia,Lucknow,16-Oct-23,,,,1,0,1,64.1,0,75
PAK,Saud Shakeel (PAK),bat,34,25,,0.029411765,0.7352,v Afghanistan,Chennai,23-Oct-23,,,,1,3,0,73.52,0,35
NED,Vikramjit Singh (NED),bat,25,25,,0.04,1,v Australia,Delhi,25-Oct-23,,,,2,6,0,100,0,28
BAN,Mehidy Hasan Miraz (BAN),bat,30,25,,0.033333333,0.8333,v Pakistan,Eden Gardens,31-Oct-23,,,,1,1,1,83.33,0,50
AFG,Rahmanullah Gurbaz (AFG),bat,22,25,,0.045454545,1.1363,v South Africa,Ahmedabad,10-Nov-23,,,,1,3,1,113.63,0,45
SA,AK Markram (SA),bat,32,25,,0.03125,0.7812,v Afghanistan,Ahmedabad,10-Nov-23,,,,2,1,1,78.12,0,32
PAK,Mohammad Nawaz (3) (PAK),bat,24,24,,0.041666667,1,v South Africa,Chennai,27-Oct-23,,,,1,1,2,100,0,32
SA,Q de Kock (SA),bat,14,24,,0.071428571,1.7142,v Pakistan,Chennai,27-Oct-23,,,,2,5,0,171.42,0,19
SA,T Bavuma (SA),bat,28,24,,0.035714286,0.8571,v New Zealand,Pune,1-Nov-23,,,,1,4,1,85.71,0,37
NZ,DJ Mitchell (NZ),bat,30,24,,0.033333333,0.8,v South Africa,Pune,1-Nov-23,,,,2,4,0,80,0,40
AUS,MR Marsh (AUS),bat,11,24,,0.090909091,2.1818,v Afghanistan,Wankhede,7-Nov-23,,,,2,2,2,218.18,0,22
